Unnamed: 0,Run,Event,PID1,Q1,E1,px1,py1,pz1,eta1,phi1,PID2,Q2,E2,px2,py2,pz2,eta2,phi2,PID3,Q3,E3,px3,py3,pz3,eta3,phi3,PID4,Q4,E4,px4,py4,pz4,eta4,phi4,mass,mass_z1,mass_z2
56745,206859,1211878,13,-1,111.274,39.4082,-35.2171,97.9221,1.37579,-0.729295,-13,1,46.207,-46.0038,-4.24044,0.865671,0.018737,-3.04968,13,-1,68.4197,36.3891,5.81227,57.648,1.22995,0.158388,-13,1,159.003,-32.1843,12.6326,155.198,2.20691,2.76756,224.917769,107.570755,38.443401
56749,206859,1211911,-13,1,88.7776,-45.5462,24.7854,72.0602,1.13198,2.64323,13,-1,51.9732,-22.6106,-41.8636,20.914,0.426511,-2.06601,-13,1,44.516,30.5659,24.6074,-21.0207,-0.512906,0.677818,13,-1,81.2277,31.1917,-14.7899,73.5273,1.50029,-0.442764,223.07171,111.79488,74.431621
56762,206859,1212016,-13,1,30.3426,-12.143,-6.9571,-26.9223,-1.409,-2.62131,13,-1,75.3976,0.35847,13.8772,-74.1085,-2.37675,1.54497,13,-1,41.0036,-4.01307,-10.9734,39.3035,1.92762,-1.9214,-13,1,23.8216,1.98686,-10.7742,21.1525,1.41221,-1.38844,164.425211,110.97776,49.828945
56764,206859,1212029,-13,1,53.8439,-19.8086,-0.681924,50.063,1.65678,-3.10718,13,-1,13.1433,8.3248,-4.06858,-9.32097,-0.885575,-0.454591,13,-1,11.5487,6.83487,4.17972,-8.31714,-0.908086,0.548854,-13,1,15.3528,6.44912,2.09452,-13.7739,-1.45756,0.314029,91.987315,48.506938,7.515921
56770,206859,1212063,-13,1,116.882,108.151,1.94739,44.2831,0.39874,0.018004,-13,1,122.865,-78.8302,-57.5446,-74.6342,-0.704867,-2.51103,13,-1,21.6439,-19.834,6.29329,5.95439,0.282384,2.83434,13,-1,42.0669,17.7232,-8.74413,-37.1355,-1.3882,-0.45833,290.155929,96.556485,61.681316
56772,206859,1212081,13,-1,66.1275,51.5229,1.2788,41.4317,0.735707,0.024815,-13,1,44.1225,-35.7021,-21.0691,15.1073,0.356805,-2.60846,13,-1,33.0463,-25.2605,13.4248,16.5448,0.550183,2.6531,-13,1,13.8134,10.3219,7.76812,4.89007,0.370032,0.645153,136.384705,34.326292,18.390624
56785,206859,1213102,13,-1,118.176,-74.0117,-84.7315,-36.1708,-0.316211,-2.28877,-13,1,109.306,77.8518,-24.9197,-72.5664,-0.799726,-0.309785,13,-1,37.8782,-18.7243,21.393,-25.0297,-0.794228,2.28977,-13,1,27.0665,-16.1348,18.8514,-10.8111,-0.422969,2.2787,242.55122,92.896131,80.134299
56787,206859,1213111,-13,1,110.636,43.5552,-6.36379,-101.502,-1.57265,-0.145082,13,-1,43.2569,-5.03132,-18.8901,-38.5875,-1.43191,-1.8311,13,-1,25.1095,-13.4075,-3.78487,-20.8899,-1.19447,-2.86646,-13,1,21.2753,-8.01395,1.76146,-19.629,-1.60645,2.92523,80.344376,37.993552,16.800571
56788,206859,1213115,13,-1,55.541,-43.892,23.8704,-24.2586,-0.468233,2.64349,-13,1,51.3032,-5.76661,-47.7368,17.8872,0.363915,-1.69101,-13,1,79.6629,43.8224,-7.89498,-66.0564,-1.18557,-0.178247,13,-1,42.9048,3.47107,32.7202,27.5347,0.761165,1.46511,224.962033,101.433276,69.602407
56793,206859,1213153,-13,1,17.7155,-6.9298,15.934,3.45145,0.197353,1.98103,13,-1,72.3206,14.9513,1.03623,-70.7506,-2.25615,0.069197,-13,1,35.4608,-2.58675,-14.2486,-32.3689,-1.54412,-1.75038,13,-1,32.7012,3.22911,-10.5106,-30.7971,-1.75353,-1.27273,88.711628,43.567128,17.243901
56796,206859,1213184,-13,1,34.0091,-11.8296,-3.48355,31.6943,1.67296,-2.85521,13,-1,12.5978,6.92234,-9.90351,3.56289,0.290755,-0.960756,-13,1,11.9855,0.369453,7.82032,9.07457,0.989519,1.52359,13,-1,16.4813,-1.97987,4.63938,15.6901,1.85283,1.97415,44.610499,19.67545,10.581197
56799,206859,1213217,-13,1,45.1253,-21.2056,17.564,-35.7507,-1.07746,2.44985,13,-1,20.462,18.2308,5.22042,-7.68539,-0.394925,0.278888,13,-1,16.966,-2.09857,-16.5635,3.01312,0.179505,-1.69682,-13,1,16.2713,-4.31946,-13.8965,7.27814,0.481332,-1.87216,92.306999,47.894432,31.466026
56810,206859,1213286,13,-1,384.5,-99.815,16.4882,370.952,2.01054,2.97788,-13,1,105.235,16.0555,-35.0486,97.9197,1.66199,-1.14123,-13,1,54.8352,6.93431,27.4197,46.9783,1.28088,1.32309,13,-1,19.2967,7.06361,-7.09133,16.4976,1.27429,-0.787356,172.284967,88.289048,10.322733
56819,206859,1213380,13,-1,65.4902,-29.506,36.2338,45.8853,0.868567,2.25421,-13,1,40.6962,-20.8655,-34.3494,6.39659,0.158493,-2.11667,-13,1,39.082,26.9782,-27.1653,7.84948,0.203615,-0.788853,13,-1,80.4648,12.0692,20.2522,76.9334,1.89856,1.03336,178.927928,52.189259,48.375482
56820,206859,1213381,13,-1,76.7081,-38.0191,-17.0077,64.4159,1.22034,-2.72095,13,-1,63.4892,25.7322,7.41312,57.5653,1.50863,0.280492,-13,1,33.7519,2.09036,11.7535,31.57,1.69961,1.39479,-13,1,15.4153,8.16994,0.259589,13.0692,1.24838,0.031763,89.925524,40.8612,5.334976
56822,206859,1213393,-13,1,51.892,36.7092,25.2895,-26.564,-0.565314,0.603247,13,-1,43.7535,-36.2143,-16.2804,18.3802,0.447798,-2.71911,13,-1,44.2407,2.29535,-11.7816,-42.5811,-1.97869,-1.37838,-13,1,18.5582,1.58046,11.2662,-14.6619,-1.0716,1.43142,143.988596,72.244894,21.476466
56823,206859,1213420,-13,1,63.0017,22.3661,-29.8209,-50.7905,-1.11601,-0.927286,13,-1,27.0926,-5.48448,-21.2489,-15.8873,-0.672177,-1.82339,13,-1,21.6592,-18.9911,10.269,1.73103,0.080093,2.6459,-13,1,14.7046,-0.865839,-14.2755,-3.41694,-0.236701,-1.63137,90.97144,66.083046,8.487797
56825,206859,1213437,-13,1,71.4351,46.2683,-38.9195,-38.0457,-0.593756,-0.699346,13,-1,87.7371,-47.9013,-27.7817,-68.0545,-1.0344,-2.61603,13,-1,46.2941,2.70671,42.9699,-17.0117,-0.385496,1.50789,-13,1,22.8288,6.03134,19.3986,10.4143,0.492499,1.26936,198.36494,91.950377,70.752178
